sex,race,age,age_cat,decile_score,v_decile_score,is_recid,is_violent_recid,score_text,screening_date,two_year_recid,priors_count,c_charge_degree,start,end,event,juv_fel_count,juv_misd_count,juv_other_count,juv_priors_count
male,african-american,36,25 - 45,7,3,1,0,medium,2013-01-15,0,11,felony,0,936,1,0,0,0,0
female,african-american,26,25 - 45,9,8,0,0,high,2014-03-07,0,2,felony,0,756,0,0,0,0,0
female,caucasian,41,25 - 45,3,1,0,0,low,2013-05-10,0,0,felony,0,1057,0,0,0,0,0
male,hispanic,26,25 - 45,7,5,1,0,medium,2014-01-06,1,9,felony,1,265,0,0,0,1,1
male,caucasian,40,25 - 45,9,6,0,0,high,2013-11-06,0,9,felony,0,877,0,1,0,0,1
male,caucasian,29,25 - 45,8,4,0,0,high,2013-12-06,0,8,misdemeanor,0,847,0,0,0,1,1
male,african-american,21,less than 25,10,10,1,0,high,2013-05-01,1,7,felony,10,331,0,1,0,0,1
male,other,22,less than 25,2,4,1,0,low,2013-08-16,1,0,felony,0,192,1,0,0,0,0
male,caucasian,33,25 - 45,1,1,0,0,low,2013-04-11,0,0,felony,0,242,0,0,0,0,0
male,african-american,26,25 - 45,7,6,0,0,medium,2013-11-26,0,7,felony,0,247,0,0,0,0,0
male,african-american,35,25 - 45,2,1,0,0,low,2013-08-02,0,1,felony,0,973,0,0,0,0,0
male,african-american,27,25 - 45,2,4,0,0,low,2014-03-02,0,3,misdemeanor,0,761,0,0,0,0,0
male,hispanic,37,25 - 45,1,1,1,0,low,2013-04-01,1,3,misdemeanor,1,540,1,0,0,0,0
female,african-american,31,25 - 45,5,3,0,0,medium,2013-12-02,0,3,felony,61,74,0,0,0,0,0
male,african-american,36,25 - 45,8,4,1,0,high,2013-01-11,1,26,felony,0,141,1,1,0,0,1
female,other,32,25 - 45,2,2,0,0,low,2013-11-02,0,0,misdemeanor,1,881,0,0,0,0,0
male,caucasian,50,greater than 45,1,1,0,0,low,2013-04-01,0,1,felony,0,1096,0,0,0,0,0
male,caucasian,52,greater than 45,1,1,0,0,low,2013-03-01,0,1,felony,0,1127,0,0,0,0,0
male,african-american,24,less than 25,4,4,0,0,low,2013-02-05,0,1,misdemeanor,1,1151,0,0,0,0,0
male,african-american,38,25 - 45,4,3,0,0,low,2013-03-23,0,0,felony,1,725,0,0,0,0,0
male,african-american,54,greater than 45,8,3,0,0,high,2013-03-28,0,11,felony,0,1100,0,0,0,0,0
male,caucasian,71,greater than 45,2,1,0,0,low,2013-08-18,0,13,felony,0,957,0,0,0,0,0
female,caucasian,39,25 - 45,4,1,0,0,low,2013-09-09,0,1,felony,38,935,0,0,0,0,0
male,other,34,25 - 45,2,2,1,0,low,2013-03-02,1,1,misdemeanor,0,174,1,0,0,0,0
male,other,23,less than 25,8,5,1,0,high,2014-02-25,1,0,misdemeanor,4,23,1,0,0,0,0
male,african-american,46,greater than 45,4,5,1,0,low,2013-10-08,1,8,misdemeanor,0,260,1,1,0,0,1
female,african-american,36,25 - 45,6,4,1,1,medium,2013-01-01,1,5,felony,1,74,0,0,0,0,0
male,african-american,55,greater than 45,1,1,0,0,low,2013-12-16,0,0,felony,0,837,0,0,0,0,0
male,hispanic,33,25 - 45,4,3,0,0,low,2013-03-15,0,1,felony,0,1113,0,0,0,0,0
male,african-american,45,greater than 45,3,1,1,1,low,2013-05-13,1,0,misdemeanor,0,288,1,0,0,0,0
male,caucasian,27,25 - 45,4,3,0,0,low,2013-10-30,0,0,felony,9,884,0,0,0,0,0
male,african-american,23,less than 25,4,4,1,0,low,2013-08-30,1,2,felony,0,401,1,0,0,3,3
male,african-american,20,less than 25,7,7,1,0,medium,2013-12-17,1,1,felony,0,35,0,1,0,0,1
female,african-american,31,25 - 45,8,4,0,0,high,2014-02-10,0,10,felony,0,493,0,0,2,0,2
male,caucasian,24,less than 25,9,9,1,0,high,2013-04-07,0,8,felony,37,932,1,0,0,0,0
male,african-american,25,25 - 45,6,7,1,0,medium,2013-08-29,1,0,misdemeanor,0,240,1,0,0,0,0
male,caucasian,26,25 - 45,3,3,0,0,low,2013-04-05,0,0,felony,0,1092,0,0,0,0,0
male,hispanic,29,25 - 45,3,2,0,0,low,2013-05-07,0,0,felony,0,1060,0,0,0,0,0
male,hispanic,33,25 - 45,2,2,0,0,low,2013-04-10,0,3,misdemeanor,0,1087,0,0,0,0,0
male,caucasian,29,25 - 45,2,3,0,0,low,2013-04-15,0,0,felony,0,1082,0,0,0,0,0
male,african-american,41,25 - 45,1,1,1,0,low,2013-12-15,1,4,misdemeanor,0,471,1,0,0,0,0
male,african-american,37,25 - 45,1,1,1,1,low,2014-01-04,1,0,felony,0,508,1,0,0,0,0
male,caucasian,46,greater than 45,3,1,0,0,low,2013-02-05,0,2,felony,0,379,0,0,0,0,0
female,caucasian,56,greater than 45,5,4,1,0,medium,2013-01-31,1,10,felony,40,74,1,0,0,0,0
male,african-american,23,less than 25,3,5,1,0,low,2013-05-16,1,0,felony,0,285,0,0,0,0,0
male,african-american,25,25 - 45,8,6,1,0,high,2013-02-02,1,0,felony,0,144,1,0,0,0,0
male,african-american,35,25 - 45,10,6,0,0,high,2013-12-31,0,27,felony,0,822,0,0,0,0,0
male,african-american,48,greater than 45,8,6,0,0,high,2013-01-15,0,10,felony,0,1172,0,0,0,0,0
male,hispanic,26,25 - 45,2,3,1,0,low,2013-04-02,1,1,misdemeanor,0,445,1,0,0,0,0
male,caucasian,24,less than 25,7,5,1,0,medium,2013-03-23,1,2,felony,9,203,1,0,0,0,0
male,african-american,25,25 - 45,10,8,0,0,high,2013-02-28,0,8,felony,0,1128,0,0,1,1,2
male,african-american,23,less than 25,9,6,1,1,high,2013-02-13,1,0,felony,14,28,1,0,0,0,0
male,caucasian,43,25 - 45,1,1,0,0,low,2013-03-13,0,2,felony,0,1115,0,0,0,0,0
female,caucasian,53,greater than 45,1,1,0,0,low,2013-09-13,0,0,misdemeanor,0,931,0,0,0,0,0
male,african-american,24,less than 25,6,5,1,0,medium,2013-12-03,1,1,felony,57,346,1,0,0,0,0
male,african-american,25,25 - 45,9,7,0,0,high,2013-11-26,0,4,misdemeanor,0,857,0,1,0,0,1
male,african-american,28,25 - 45,4,5,0,0,low,2013-03-13,0,0,felony,0,1115,0,0,0,0,0
male,caucasian,21,less than 25,3,5,0,0,low,2013-04-18,0,1,felony,0,1079,0,0,0,0,0
male,other,31,25 - 45,2,2,0,0,low,2013-12-10,0,0,misdemeanor,8,843,0,0,0,0,0
female,african-american,35,25 - 45,1,1,0,0,low,2014-03-11,0,1,felony,0,752,0,0,0,0,0
male,caucasian,55,greater than 45,3,1,0,0,low,2013-04-06,0,3,misdemeanor,1,1091,0,0,0,0,0
male,hispanic,50,greater than 45,5,6,1,0,medium,2013-11-18,1,9,misdemeanor,28,131,0,0,0,0,0
male,african-american,28,25 - 45,3,3,0,0,low,2013-07-10,0,0,misdemeanor,0,996,0,0,0,0,0
male,caucasian,44,25 - 45,1,1,1,1,low,2014-01-25,1,0,misdemeanor,1,706,1,0,0,0,0
female,caucasian,48,greater than 45,1,1,0,0,low,2013-10-01,0,2,felony,0,913,0,0,0,0,0
male,other,23,less than 25,7,9,0,0,medium,2013-01-15,0,2,misdemeanor,44,153,0,0,0,0,0
male,african-american,24,less than 25,8,7,1,0,high,2013-12-29,1,3,felony,0,293,1,0,0,1,1
male,caucasian,50,greater than 45,3,6,0,0,low,2013-02-09,0,2,felony,1,843,0,0,0,0,0
male,african-american,31,25 - 45,4,3,0,0,low,2013-04-26,0,0,misdemeanor,22,1071,0,0,0,0,0
male,caucasian,42,25 - 45,1,1,0,0,low,2013-11-20,0,0,felony,0,863,0,0,0,0,0
male,african-american,21,less than 25,9,6,1,0,high,2014-02-26,1,0,misdemeanor,97,285,1,0,0,0,0
male,african-american,29,25 - 45,10,9,0,0,high,2014-03-18,0,5,felony,0,745,0,0,0,0,0
male,caucasian,48,greater than 45,1,1,0,0,low,2013-01-19,0,1,felony,0,1168,0,0,0,0,0
male,caucasian,21,less than 25,8,5,1,0,high,2013-09-14,1,0,felony,0,64,1,0,0,0,0
male,other,24,less than 25,4,4,1,0,low,2013-02-28,1,0,misdemeanor,0,128,0,0,0,0,0
male,caucasian,31,25 - 45,5,3,1,0,medium,2013-02-15,1,3,felony,1,135,1,0,0,0,0
male,hispanic,23,less than 25,3,5,0,0,low,2013-01-07,0,0,misdemeanor,2,1180,0,0,0,0,0
male,caucasian,27,25 - 45,9,8,1,0,high,2013-11-27,1,0,felony,0,218,1,0,0,0,0
male,other,32,25 - 45,2,2,0,0,low,2013-12-09,0,0,misdemeanor,0,844,0,0,0,0,0
male,caucasian,75,greater than 45,4,1,1,0,low,2013-07-17,1,1,felony,0,653,1,0,0,0,0
male,african-american,28,25 - 45,5,3,1,0,medium,2013-03-22,1,7,felony,77,377,1,0,0,0,0
male,caucasian,67,greater than 45,1,1,0,0,low,2013-04-29,0,0,misdemeanor,0,1068,0,0,0,0,0
female,african-american,32,25 - 45,7,4,0,0,medium,2013-12-18,0,11,felony,0,835,0,0,0,0,0
male,african-american,44,25 - 45,4,3,0,0,low,2013-11-06,0,7,felony,1,622,0,0,0,0,0
male,african-american,25,25 - 45,4,5,1,0,low,2013-03-20,1,1,felony,0,42,1,0,0,0,0
female,african-american,30,25 - 45,8,4,1,0,high,2013-09-26,1,15,misdemeanor,1,451,0,0,0,0,0
male,caucasian,28,25 - 45,4,3,0,0,low,2013-10-13,0,9,misdemeanor,0,101,0,0,1,0,1
male,african-american,27,25 - 45,6,6,1,0,medium,2013-11-22,1,0,felony,3,20,0,0,0,0,0
male,african-american,36,25 - 45,4,2,0,0,low,2014-03-05,0,4,felony,0,758,0,0,0,0,0
male,other,36,25 - 45,2,2,0,0,low,2013-01-20,0,8,misdemeanor,1,288,0,0,0,0,0
female,caucasian,25,25 - 45,4,4,0,0,low,2013-05-22,0,0,misdemeanor,2,1045,0,0,0,0,0
male,caucasian,31,25 - 45,5,2,1,0,medium,2014-01-20,1,5,felony,0,76,1,0,0,0,0
male,caucasian,30,25 - 45,1,2,1,0,low,2013-12-13,1,0,misdemeanor,0,24,1,0,0,0,0
male,african-american,33,25 - 45,2,2,0,0,low,2013-10-22,0,4,felony,0,892,0,0,0,0,0
male,hispanic,38,25 - 45,1,1,0,0,low,2013-10-15,0,0,misdemeanor,0,899,0,0,0,0,0
male,african-american,26,25 - 45,3,3,1,0,low,2013-03-06,1,1,misdemeanor,0,379,1,0,0,0,0
male,hispanic,52,greater than 45,3,1,1,1,low,2013-04-03,1,5,felony,6,438,1,0,0,0,0
male,caucasian,50,greater than 45,1,1,0,0,low,2014-02-25,0,0,felony,0,766,0,0,0,0,0
male,african-american,37,25 - 45,1,1,0,0,low,2013-05-14,0,4,felony,0,135,0,0,0,0,0
male,caucasian,58,greater than 45,1,1,1,1,low,2014-01-01,1,1,felony,0,639,0,0,0,0,0
male,caucasian,34,25 - 45,4,3,1,0,low,2013-03-08,1,3,misdemeanor,0,91,1,0,0,0,0
male,caucasian,32,25 - 45,1,1,1,0,low,2014-01-18,1,1,felony,0,123,1,0,0,0,0
male,african-american,29,25 - 45,1,2,1,0,low,2014-03-07,1,0,misdemeanor,1,446,1,0,0,0,0
male,african-american,27,25 - 45,1,2,0,0,low,2013-09-08,0,0,misdemeanor,1,936,0,0,0,0,0
male,caucasian,39,25 - 45,3,2,0,0,low,2013-08-19,0,5,felony,0,956,0,0,0,0,0
male,african-american,24,less than 25,3,4,0,0,low,2013-12-30,0,0,felony,0,539,0,0,0,0,0
male,african-american,38,25 - 45,7,6,0,0,medium,2013-02-03,0,8,misdemeanor,1,1153,0,1,0,0,1
male,caucasian,52,greater than 45,2,1,0,0,low,2013-12-02,0,7,felony,0,851,0,0,0,0,0
male,african-american,56,greater than 45,2,1,1,0,low,2013-10-31,1,3,misdemeanor,0,270,1,0,0,0,0
male,caucasian,46,greater than 45,6,7,1,0,medium,2013-01-17,1,7,felony,36,341,1,0,0,0,0
male,caucasian,38,25 - 45,1,2,1,0,low,2013-12-06,1,5,felony,0,46,1,0,0,0,0
male,caucasian,47,greater than 45,5,1,0,0,medium,2013-04-15,0,3,misdemeanor,63,1082,0,0,0,0,0
male,caucasian,32,25 - 45,1,2,0,0,low,2013-04-16,0,0,felony,0,1081,0,0,0,0,0
male,african-american,34,25 - 45,7,3,0,0,medium,2013-04-06,0,27,misdemeanor,0,1091,0,0,1,0,1
male,african-american,42,25 - 45,6,6,0,0,medium,2013-11-26,0,5,felony,2,310,0,0,0,0,0
male,caucasian,20,less than 25,10,10,1,0,high,2014-03-07,1,0,felony,6,313,1,0,0,0,0
male,caucasian,21,less than 25,5,7,0,0,medium,2013-04-09,0,0,misdemeanor,0,1088,0,0,0,1,1
male,african-american,24,less than 25,9,9,1,0,high,2013-03-21,1,1,misdemeanor,0,7,1,0,0,0,0
male,hispanic,55,greater than 45,1,1,0,0,low,2013-06-11,0,2,felony,0,1025,0,0,0,0,0
male,african-american,26,25 - 45,3,4,1,0,low,2013-09-13,1,0,misdemeanor,0,95,0,0,0,0,0
male,caucasian,52,greater than 45,2,1,0,0,low,2013-09-07,0,8,felony,39,937,0,0,0,0,0
male,african-american,27,25 - 45,2,4,0,0,low,2013-08-10,0,1,misdemeanor,1,965,0,0,0,0,0
female,caucasian,27,25 - 45,5,3,0,0,medium,2013-12-28,0,0,misdemeanor,1,825,0,0,0,0,0
male,caucasian,56,greater than 45,1,1,0,0,low,2014-03-04,0,0,felony,0,759,0,0,0,0,0
male,african-american,37,25 - 45,1,1,1,0,low,2013-02-22,1,3,felony,0,367,1,0,0,0,0
male,african-american,45,greater than 45,1,1,0,0,low,2013-07-11,0,0,misdemeanor,0,995,0,0,0,0,0
male,african-american,23,less than 25,2,4,0,0,low,2013-11-20,0,1,misdemeanor,0,455,0,0,0,0,0
female,caucasian,36,25 - 45,6,7,1,0,medium,2014-02-11,1,3,felony,0,327,0,0,0,0,0
female,african-american,29,25 - 45,2,2,0,0,low,2013-12-16,0,0,felony,0,837,0,0,0,0,0
male,hispanic,21,less than 25,3,6,0,0,low,2013-02-19,0,0,felony,0,272,0,0,0,0,0
male,other,20,less than 25,2,4,1,0,low,2014-01-13,1,3,misdemeanor,0,68,1,0,2,1,3
male,african-american,69,greater than 45,6,1,0,0,medium,2013-08-28,0,3,felony,0,947,0,0,0,0,0
male,african-american,27,25 - 45,8,6,0,0,high,2013-08-26,0,11,felony,4,151,0,0,1,0,1
male,african-american,28,25 - 45,8,6,1,0,high,2013-04-06,1,11,felony,0,447,1,1,0,1,2
male,african-american,38,25 - 45,1,1,1,0,low,2013-03-31,0,4,misdemeanor,0,739,1,0,0,0,0
male,other,30,25 - 45,1,2,0,0,low,2013-02-20,0,0,felony,0,1136,0,0,0,0,0
female,caucasian,37,25 - 45,1,1,0,0,low,2013-09-12,0,1,felony,0,932,0,0,0,0,0
male,african-american,34,25 - 45,1,1,1,1,low,2013-03-31,1,0,misdemeanor,1,67,1,0,0,0,0
male,african-american,21,less than 25,8,7,0,0,high,2013-09-21,0,1,felony,0,780,0,0,0,1,1
male,african-american,21,less than 25,9,8,1,0,high,2013-02-18,1,0,felony,6,246,1,0,0,0,0
female,caucasian,38,25 - 45,4,2,0,0,low,2013-12-31,0,3,felony,0,645,0,0,0,0,0
male,african-american,47,greater than 45,4,5,0,0,low,2014-02-27,0,1,misdemeanor,1,764,0,0,0,0,0
male,caucasian,56,greater than 45,2,2,0,0,low,2013-03-10,0,3,felony,190,1118,0,0,0,0,0
male,african-american,27,25 - 45,7,7,1,0,medium,2013-10-29,1,2,felony,580,324,0,0,0,0,0
male,african-american,23,less than 25,8,8,0,0,high,2013-02-23,0,0,misdemeanor,0,600,0,0,0,0,0
male,caucasian,57,greater than 45,1,1,0,0,low,2013-07-18,0,0,felony,0,988,0,0,0,0,0
male,african-american,25,25 - 45,7,4,0,0,medium,2014-01-30,0,9,felony,0,792,0,0,1,0,1
female,african-american,23,less than 25,10,9,1,1,high,2013-02-14,1,2,felony,0,16,0,0,0,0,0
female,african-american,36,25 - 45,5,3,0,0,medium,2013-10-18,0,2,misdemeanor,0,896,0,0,0,0,0
male,african-american,41,25 - 45,5,6,0,0,medium,2014-02-07,0,5,misdemeanor,0,784,0,0,0,0,0
male,hispanic,31,25 - 45,3,2,0,0,low,2013-05-08,0,2,felony,0,1059,0,0,0,0,0
female,other,39,25 - 45,1,1,0,0,low,2013-05-24,0,0,felony,0,1043,0,0,0,0,0
male,african-american,21,less than 25,6,6,1,1,medium,2013-08-29,1,1,felony,1,68,0,0,0,0,0
male,african-american,31,25 - 45,4,6,0,0,low,2013-04-29,0,2,misdemeanor,1,356,0,0,0,0,0
male,caucasian,37,25 - 45,1,2,0,0,low,2013-02-04,0,0,misdemeanor,0,1152,0,0,0,0,0
male,african-american,27,25 - 45,2,4,0,0,low,2013-02-07,0,0,felony,1,1149,0,0,0,0,0
male,caucasian,59,greater than 45,1,1,0,0,low,2013-11-22,0,2,felony,0,861,0,0,0,0,0
male,caucasian,39,25 - 45,10,10,0,0,high,2013-12-17,0,21,felony,0,583,0,0,0,0,0
female,african-american,43,25 - 45,3,1,0,0,low,2013-05-17,0,2,felony,1,173,0,0,0,0,0
male,caucasian,25,25 - 45,4,5,1,0,low,2014-03-23,1,5,felony,101,165,0,0,0,0,0
male,african-american,23,less than 25,5,5,1,0,medium,2014-02-13,1,3,felony,3,136,1,0,0,0,0
female,caucasian,43,25 - 45,2,1,1,1,low,2013-07-30,1,3,misdemeanor,0,9,1,0,0,0,0
male,african-american,50,greater than 45,5,1,1,0,medium,2013-03-05,1,2,misdemeanor,0,113,0,0,0,0,0
female,caucasian,54,greater than 45,2,1,0,0,low,2013-05-02,0,1,misdemeanor,0,1065,0,0,0,0,0
male,other,36,25 - 45,4,3,1,1,low,2013-11-05,1,3,misdemeanor,45,215,1,0,0,0,0
male,african-american,56,greater than 45,4,1,0,0,low,2013-05-04,0,0,misdemeanor,1,1063,0,0,0,0,0
male,african-american,25,25 - 45,9,7,1,0,high,2013-05-29,0,2,felony,0,498,0,1,0,0,1
female,caucasian,42,25 - 45,3,1,1,0,low,2013-11-07,1,1,felony,20,150,1,0,0,0,0
male,african-american,34,25 - 45,10,9,1,1,high,2013-01-17,1,9,misdemeanor,0,33,1,0,2,0,2
male,african-american,48,greater than 45,6,3,0,0,medium,2014-02-08,0,4,felony,0,494,0,0,0,0,0
male,african-american,34,25 - 45,10,10,1,1,high,2013-12-08,1,21,misdemeanor,5,104,1,1,0,0,1
male,caucasian,28,25 - 45,2,2,0,0,low,2013-04-14,0,0,felony,0,1083,0,0,0,0,0
male,caucasian,32,25 - 45,3,2,0,0,low,2013-11-17,0,1,felony,0,605,0,0,0,0,0
female,caucasian,31,25 - 45,1,1,0,0,low,2014-03-11,0,2,felony,1,752,0,0,0,0,0
female,caucasian,25,25 - 45,4,4,1,0,low,2013-03-13,1,0,felony,0,238,1,0,0,0,0
female,caucasian,32,25 - 45,2,1,0,0,low,2014-01-16,0,4,felony,0,806,0,0,0,1,1
male,african-american,37,25 - 45,9,5,1,0,high,2013-04-26,1,20,felony,0,165,1,0,0,0,0
male,african-american,24,less than 25,3,4,1,0,low,2013-08-17,1,1,felony,1,2,1,0,0,0,0
male,african-american,48,greater than 45,1,1,0,0,low,2014-03-15,0,0,misdemeanor,1,748,0,0,0,0,0
male,african-american,25,25 - 45,9,9,1,1,high,2013-06-26,1,9,felony,0,43,1,1,2,0,3
male,african-american,35,25 - 45,2,1,0,0,low,2013-12-16,0,1,felony,0,837,0,0,0,0,0
male,african-american,21,less than 25,4,6,1,0,low,2013-09-09,1,1,felony,0,53,1,0,0,0,0
female,african-american,21,less than 25,10,9,1,0,high,2013-04-13,1,0,felony,32,160,0,0,0,0,0
male,african-american,22,less than 25,2,4,0,0,low,2014-03-26,0,0,felony,0,737,0,0,0,0,0
male,african-american,28,25 - 45,5,5,0,0,medium,2013-04-05,0,4,felony,0,558,0,0,0,0,0
male,african-american,26,25 - 45,2,3,0,0,low,2013-05-09,0,0,misdemeanor,0,1058,0,0,0,0,0
male,caucasian,34,25 - 45,2,1,0,0,low,2013-04-11,0,0,felony,0,1086,0,0,0,0,0
male,african-american,22,less than 25,9,9,0,0,high,2013-01-12,0,3,felony,33,726,0,0,0,0,0
male,other,30,25 - 45,5,4,1,0,medium,2013-05-19,1,5,felony,61,177,1,0,0,0,0
male,caucasian,44,25 - 45,2,1,0,0,low,2014-03-03,0,5,felony,7,760,0,0,0,0,0
male,caucasian,57,greater than 45,2,1,0,0,low,2013-11-25,0,1,felony,16,858,0,0,0,0,0
male,african-american,22,less than 25,8,9,1,0,high,2013-04-19,1,0,felony,4,50,1,0,0,1,1
male,african-american,34,25 - 45,3,4,0,0,low,2013-03-08,0,0,felony,0,1120,0,0,0,0,0
male,caucasian,20,less than 25,4,7,0,0,low,2013-08-16,0,0,felony,0,959,0,0,0,0,0
male,caucasian,35,25 - 45,9,5,0,0,high,2014-01-14,0,2,felony,0,71,0,0,0,0,0
male,hispanic,53,greater than 45,1,1,1,0,low,2013-02-08,1,1,misdemeanor,0,102,0,0,0,0,0
male,african-american,60,greater than 45,3,1,0,0,low,2013-05-30,0,13,felony,0,1037,0,0,0,0,0
female,african-american,22,less than 25,5,7,0,0,medium,2014-02-21,0,2,felony,0,770,0,0,0,0,0
male,hispanic,43,25 - 45,1,1,0,0,low,2013-03-11,0,0,misdemeanor,0,1117,0,0,0,0,0
male,caucasian,72,greater than 45,4,1,0,0,low,2013-09-23,0,7,felony,0,921,0,0,0,0,0
male,african-american,24,less than 25,4,4,1,0,low,2013-01-31,1,1,felony,0,282,1,0,0,0,0
male,african-american,60,greater than 45,1,1,0,0,low,2013-08-08,0,0,felony,217,880,0,0,0,0,0
male,caucasian,24,less than 25,5,4,1,0,medium,2014-01-31,1,3,felony,6,417,1,0,0,0,0
male,other,43,25 - 45,2,1,0,0,low,2013-01-01,0,2,misdemeanor,0,1186,0,0,0,0,0
male,african-american,30,25 - 45,4,6,0,0,low,2013-06-19,0,1,misdemeanor,0,1017,0,0,0,0,0
female,caucasian,43,25 - 45,6,1,0,0,medium,2013-11-03,0,0,misdemeanor,29,880,0,0,0,0,0
male,hispanic,48,greater than 45,1,1,0,0,low,2013-02-25,0,1,misdemeanor,0,1131,0,0,0,0,0
male,other,54,greater than 45,1,1,0,0,low,2013-02-11,0,0,misdemeanor,0,1145,0,0,0,0,0
male,african-american,45,greater than 45,1,1,0,0,low,2013-08-25,0,1,misdemeanor,1,950,0,0,0,0,0
male,other,36,25 - 45,4,2,0,0,low,2013-03-19,0,0,felony,3,1109,0,0,0,0,0
male,caucasian,31,25 - 45,1,1,1,0,low,2013-08-26,0,1,misdemeanor,0,922,1,0,0,0,0
male,african-american,40,25 - 45,1,1,0,0,low,2013-04-25,0,0,misdemeanor,1,1072,0,0,0,0,0
male,caucasian,50,greater than 45,1,1,0,0,low,2013-12-30,0,1,felony,0,823,0,0,0,0,0
female,other,26,25 - 45,6,4,0,0,medium,2013-06-25,0,1,misdemeanor,0,870,0,0,0,0,0
male,african-american,41,25 - 45,4,1,0,0,low,2013-09-04,0,7,felony,1,940,0,0,0,0,0
male,caucasian,34,25 - 45,6,5,1,0,medium,2013-09-25,1,5,felony,0,35,1,0,0,1,1
female,caucasian,28,25 - 45,6,3,0,0,medium,2013-05-28,0,0,felony,1,88,0,0,0,0,0
male,african-american,30,25 - 45,1,2,0,0,low,2014-01-15,0,1,felony,0,807,0,0,0,0,0
male,caucasian,23,less than 25,9,9,1,0,high,2013-05-01,1,2,felony,0,292,1,0,0,2,2
female,hispanic,37,25 - 45,1,1,1,0,low,2014-02-03,1,0,misdemeanor,0,292,1,0,0,0,0
male,hispanic,35,25 - 45,2,1,0,0,low,2013-01-09,0,5,misdemeanor,0,1178,0,0,0,0,0
male,caucasian,21,less than 25,6,7,1,0,medium,2014-03-06,1,1,felony,48,376,1,0,0,1,1
male,african-american,45,greater than 45,9,8,0,0,high,2014-02-12,0,1,felony,0,779,0,0,0,0,0
female,african-american,22,less than 25,8,8,1,0,high,2013-03-28,1,2,misdemeanor,34,48,1,0,1,0,1
male,african-american,29,25 - 45,8,4,1,0,high,2013-09-18,1,6,felony,35,39,1,0,0,0,0
female,african-american,30,25 - 45,2,2,0,0,low,2013-11-04,0,0,misdemeanor,0,879,0,0,0,0,0
male,caucasian,45,greater than 45,3,2,1,1,low,2013-05-22,1,3,misdemeanor,92,186,1,0,0,0,0
female,african-american,24,less than 25,4,4,0,0,low,2013-04-15,0,2,felony,0,536,0,0,0,0,0
male,caucasian,31,25 - 45,8,8,1,0,high,2013-01-13,1,4,felony,29,64,0,0,0,0,0
male,caucasian,56,greater than 45,1,1,0,0,low,2013-11-20,0,0,misdemeanor,0,863,0,0,0,0,0
female,hispanic,44,25 - 45,3,1,1,0,low,2013-05-06,1,4,felony,0,35,1,0,0,0,0
male,african-american,24,less than 25,10,10,1,1,high,2013-05-18,1,14,felony,179,408,1,0,4,0,4
male,african-american,38,25 - 45,6,2,0,0,medium,2013-08-03,0,11,felony,17,972,0,0,0,0,0
male,african-american,51,greater than 45,9,2,1,0,high,2013-03-15,1,22,felony,34,272,1,0,0,0,0
male,caucasian,22,less than 25,3,5,0,0,low,2013-04-11,0,0,felony,0,1086,0,0,0,0,0
male,african-american,28,25 - 45,8,6,0,0,high,2013-10-11,0,5,misdemeanor,0,903,0,0,0,0,0
male,african-american,47,greater than 45,8,3,1,0,high,2013-05-09,1,19,felony,211,503,1,0,0,1,1
male,african-american,51,greater than 45,4,1,1,0,low,2014-01-01,1,0,misdemeanor,29,73,1,0,0,0,0
male,caucasian,25,25 - 45,3,4,0,0,low,2013-04-23,0,1,misdemeanor,42,60,0,0,0,0,0
male,hispanic,53,greater than 45,1,1,0,0,low,2013-02-04,0,1,felony,0,68,0,0,0,0,0
male,african-american,30,25 - 45,1,1,0,0,low,2013-10-29,0,0,felony,1,885,0,0,0,0,0
male,caucasian,33,25 - 45,6,3,1,1,medium,2013-04-19,1,0,felony,0,329,1,0,0,0,0
male,african-american,35,25 - 45,4,3,1,1,low,2013-02-09,1,5,felony,224,481,1,0,0,0,0
female,african-american,33,25 - 45,2,2,0,0,low,2013-12-27,0,0,felony,1,826,0,0,0,0,0
male,african-american,65,greater than 45,10,4,0,0,high,2013-04-03,0,11,felony,0,1094,0,0,0,0,0
male,other,59,greater than 45,1,1,0,0,low,2013-09-26,0,1,misdemeanor,0,918,0,0,0,0,0
female,african-american,37,25 - 45,5,3,0,0,medium,2014-01-09,0,4,misdemeanor,0,813,0,0,0,0,0
female,caucasian,33,25 - 45,7,5,0,0,medium,2013-09-13,0,1,felony,84,931,0,0,0,0,0
male,african-american,27,25 - 45,7,7,1,0,medium,2013-09-06,1,2,felony,131,712,1,0,0,0,0
female,african-american,29,25 - 45,7,5,1,0,medium,2013-11-27,1,9,felony,14,465,1,0,0,0,0
male,african-american,24,less than 25,10,9,1,1,high,2013-11-07,1,3,felony,43,272,1,0,0,3,3
male,african-american,43,25 - 45,9,5,0,0,high,2013-04-03,0,5,felony,0,1094,0,0,0,0,0
male,african-american,53,greater than 45,7,6,0,0,medium,2013-04-04,0,13,felony,90,1093,0,0,0,0,0
male,african-american,43,25 - 45,1,1,1,0,low,2013-03-06,0,4,felony,0,1045,1,0,0,0,0
male,african-american,26,25 - 45,8,5,1,0,high,2014-01-24,1,4,felony,1,139,1,0,0,0,0
female,caucasian,30,25 - 45,3,2,0,0,low,2013-09-10,0,1,misdemeanor,0,934,0,0,0,0,0
male,african-american,27,25 - 45,7,6,1,0,medium,2013-10-15,1,6,felony,2,30,0,0,0,0,0
