sex,race,age_cat,decile_score,v_decile_score,is_recid,is_violent_recid,score_text,screening_date,two_year_recid,total_priors_count,c_charge_degree,c_charge_desc,start,end,event,juv_fel_count,juv_misd_count,juv_other_count,c_charge_desc,person_id,agency_text,maritalstatus,language,rawscore,age,juv_priors_count,adult_priors_count
male,african-american,25-45,4,4,1,1,low,2014-02-19,1,4,misdemeanor,battery,0,189,1,0,0,0,battery,61328.0,pretrial,single,english,-2.13,35,0,4
male,caucasian,25-45,1,1,0,0,low,2013-04-18,0,2,misdemeanor,dui level 0.15 or minor in veh,0,1079,0,0,0,0,dui level 0.15 or minor in veh,54066.0,pretrial,single,english,-3.46,34,0,2
male,hispanic,25-45,1,1,0,0,low,2014-03-24,0,0,misdemeanor,battery,0,739,0,0,0,0,battery,62230.0,pretrial,unknown,english,-3.43,35,0,0
female,caucasian,25-45,2,1,1,0,low,2014-02-24,1,5,felony,grand theft in the 3rd degree,0,8,1,0,0,0,grand theft in the 3rd degree,47384.0,pretrial,single,english,-3.17,35,0,5
male,caucasian,25-45,1,1,0,0,low,2013-04-22,0,3,misdemeanor,driving under the influence,0,1075,0,0,0,0,driving under the influence,54137.0,pretrial,single,english,-3.32,34,0,3
female,caucasian,25-45,1,1,0,0,low,2014-03-08,0,0,misdemeanor,lve/scen/acc/veh/prop/damage,0,755,0,0,0,0,lve/scen/acc/veh/prop/damage,61802.0,pretrial,single,english,-3.4,35,0,0
male,african-american,25-45,6,9,1,1,medium,2013-09-13,1,9,felony,poss cocaine/intent to del/sel,1,248,1,0,0,0,poss cocaine/intent to del/sel,57256.0,pretrial,single,english,-0.78,34,0,9
male,african-american,25-45,1,1,1,1,low,2013-03-26,1,0,misdemeanor,battery,0,197,0,0,0,0,battery,53337.0,pretrial,significant other,english,-3.07,34,0,0
female,caucasian,25-45,6,2,1,0,medium,2013-08-16,1,7,felony,false ownership info/pawn item,0,35,1,0,0,0,false ownership info/pawn item,56507.0,pretrial,single,english,-2.59,34,0,7
male,other,25-45,1,1,0,0,low,2013-03-18,0,2,felony,lewd/lasciv molest elder persn,28,1110,0,0,0,0,lewd/lasciv molest elder persn,53046.0,pretrial,single,english,-3.3,34,0,2
female,caucasian,25-45,3,2,0,0,low,2013-02-21,0,1,misdemeanor,driving under the influence,0,1135,0,0,0,0,driving under the influence,51677.0,pretrial,married,english,-2.89,34,0,1
male,caucasian,25-45,4,3,0,0,low,2013-01-18,0,0,felony,crimin mischief damage $1000+,0,1169,0,0,0,0,crimin mischief damage $1000+,51350.0,pretrial,single,english,-2.29,33,0,0
female,african-american,25-45,8,4,1,0,high,2014-02-10,1,23,misdemeanor,battery,0,368,1,0,0,0,battery,61116.0,pretrial,significant other,english,-2.23,34,0,23
male,hispanic,25-45,5,2,0,0,medium,2014-02-21,0,4,felony,conspiracy to deliver cocaine,0,770,0,0,0,0,conspiracy to deliver cocaine,61411.0,pretrial,single,english,-2.76,35,0,4
male,other,25-45,1,1,0,0,low,2013-11-25,0,0,misdemeanor,battery,0,858,0,0,0,0,battery,59220.0,pretrial,divorced,english,-3.08,34,0,0
male,african-american,25-45,7,2,1,0,medium,2013-10-12,1,10,felony,leaving the scene of accident,0,125,1,0,0,0,leaving the scene of accident,58069.0,pretrial,single,english,-2.76,34,0,10
male,caucasian,25-45,8,2,1,0,high,2014-02-06,1,11,felony,driving while license revoked,1,161,1,0,0,0,driving while license revoked,61060.0,pretrial,single,english,-2.63,34,0,11
male,caucasian,25-45,3,1,0,0,low,2013-12-02,0,5,felony,battery on law enforc officer,10,851,0,0,0,0,battery on law enforc officer,59312.0,pretrial,single,english,-3.15,34,0,5
male,african-american,25-45,3,1,1,0,low,2013-01-10,1,1,felony,accessory after the fact,0,71,1,0,0,0,accessory after the fact,51080.0,pretrial,single,english,-3.04,33,0,1
male,caucasian,25-45,1,1,1,0,low,2013-10-29,1,1,misdemeanor,battery,0,479,1,0,0,0,battery,58480.0,pretrial,married,english,-3.16,34,0,1
male,african-american,25-45,8,4,0,0,high,2013-01-21,0,24,felony,burglary with assault/battery,19,1166,0,2,3,0,burglary with assault/battery,51407.0,pretrial,married,english,-2.04,33,5,19
female,african-american,25-45,3,1,0,0,low,2013-04-17,0,7,felony,deliver cocaine 1000ft store,1,1080,0,1,0,0,deliver cocaine 1000ft store,53992.0,pretrial,single,english,-2.98,34,1,6
female,caucasian,25-45,4,2,0,0,low,2013-02-26,0,4,misdemeanor,susp drivers lic 1st offense,0,1130,0,0,0,0,susp drivers lic 1st offense,42102.0,probation,divorced,english,-2.66,33,0,4
male,african-american,25-45,3,2,0,0,low,2013-04-29,0,12,felony,arrest case no charge,0,87,0,0,0,0,arrest case no charge,17027.0,probation,married,english,-2.77,34,0,12
male,caucasian,25-45,1,1,0,0,low,2013-04-29,0,0,misdemeanor,possess cannabis/20 grams or less,0,1068,0,0,0,0,possess cannabis/20 grams or less,54346.0,pretrial,single,english,-3.34,34,0,0
male,hispanic,25-45,1,1,0,0,low,2014-03-18,0,1,felony,aggravated battery on 65/older,1,745,0,0,0,0,aggravated battery on 65/older,62061.0,pretrial,married,english,-3.27,35,0,1
male,caucasian,25-45,6,3,0,0,medium,2013-09-08,0,0,felony,"poss3,4 methylenedioxymethcath",1,936,0,0,0,0,"poss3,4 methylenedioxymethcath",57076.0,pretrial,divorced,english,-2.51,34,0,0
male,caucasian,25-45,7,3,0,0,medium,2014-01-01,0,13,felony,neglect child / no bodily harm,0,821,0,1,6,0,neglect child / no bodily harm,60081.0,pretrial,single,english,-2.28,34,7,6
male,caucasian,25-45,2,1,0,0,low,2013-05-30,0,3,felony,possession of cocaine,0,1037,0,0,0,0,possession of cocaine,55173.0,broward county,single,english,-3.26,34,0,3
male,hispanic,25-45,3,3,0,0,low,2014-02-11,0,2,misdemeanor,exposes culpable negligence,0,780,0,0,0,1,exposes culpable negligence,61152.0,pretrial,single,english,-2.4,34,1,1
male,caucasian,25-45,6,3,0,0,medium,2013-03-05,0,0,felony,"poss3,4 methylenedioxymethcath",0,288,0,0,0,0,"poss3,4 methylenedioxymethcath",52716.0,pretrial,single,english,-2.31,33,0,0
female,caucasian,25-45,1,1,0,0,low,2013-12-27,0,0,misdemeanor,battery,1,826,0,0,0,0,battery,60004.0,pretrial,married,english,-3.46,34,0,0
male,african-american,25-45,10,9,0,0,high,2013-04-20,0,12,misdemeanor,arrest case no charge,51,334,0,3,0,0,arrest case no charge,54098.0,pretrial,single,english,-0.93,34,3,9
male,caucasian,25-45,4,1,0,0,low,2013-01-28,0,0,misdemeanor,dui property damage/injury,0,1159,0,0,0,0,dui property damage/injury,51626.0,pretrial,single,english,-2.99,33,0,0
male,african-american,25-45,1,1,1,1,low,2013-02-17,0,0,misdemeanor,battery,1,870,1,0,0,0,battery,52258.0,pretrial,single,english,-3.29,33,0,0
female,african-american,25-45,5,3,0,0,medium,2014-01-11,0,0,felony,possession of cocaine,37,811,0,0,0,0,possession of cocaine,60334.0,pretrial,single,english,-2.55,34,0,0
male,african-american,25-45,7,3,0,0,medium,2013-05-24,0,3,misdemeanor,battery,0,1043,0,0,0,0,battery,55038.0,pretrial,single,english,-2.38,34,0,3
female,african-american,25-45,7,4,0,0,medium,2014-01-09,0,3,felony,resist officer w/violence,27,813,0,0,0,0,resist officer w/violence,60271.0,pretrial,single,english,-2.04,34,0,3
male,african-american,25-45,9,9,0,0,high,2013-03-26,0,18,misdemeanor,battery,0,51,0,2,0,0,battery,53336.0,pretrial,married,english,-0.86,33,2,16
male,hispanic,25-45,2,2,1,0,low,2013-12-03,1,8,felony,possession of morphine,0,158,1,0,0,0,possession of morphine,59357.0,pretrial,single,english,-2.68,34,0,8
male,caucasian,25-45,9,4,1,0,high,2013-08-24,1,11,felony,deliver cannabis,0,61,1,0,0,0,deliver cannabis,56719.0,pretrial,single,english,-2.19,34,0,11
female,caucasian,25-45,4,1,0,0,low,2013-11-14,0,3,felony,possession of cocaine,25,32,0,0,0,1,possession of cocaine,1279.0,pretrial,single,english,-3.05,34,1,2
male,caucasian,25-45,1,1,1,1,low,2013-06-28,1,4,misdemeanor,theft,0,85,0,0,0,0,theft,55627.0,pretrial,single,english,-3.38,34,0,4
female,african-american,25-45,2,1,0,0,low,2014-02-13,0,4,felony,arrest case no charge,0,599,0,0,0,0,arrest case no charge,61219.0,pretrial,single,english,-3.36,34,0,4
male,african-american,25-45,8,4,1,0,high,2013-01-11,1,26,felony,poss cocaine/intent to del/sel,0,141,1,1,0,0,poss cocaine/intent to del/sel,51101.0,pretrial,single,english,-2.02,33,1,25
male,african-american,25-45,7,3,1,0,medium,2013-02-01,1,14,felony,throw deadly missile into veh,0,19,1,0,0,0,throw deadly missile into veh,51761.0,pretrial,separated,english,-2.35,33,0,14
female,caucasian,25-45,9,3,1,0,high,2014-01-31,1,4,felony,arrest case no charge,0,110,0,0,0,0,arrest case no charge,60571.0,pretrial,single,english,-2.29,34,0,4
female,other,25-45,7,2,1,0,medium,2014-03-06,1,6,felony,possession of cocaine,0,718,1,0,1,0,possession of cocaine,61703.0,pretrial,single,english,-2.92,34,1,5
male,other,25-45,1,1,1,0,low,2013-01-07,1,1,misdemeanor,possess cannabis/20 grams or less,0,229,0,0,0,0,possess cannabis/20 grams or less,50963.0,pretrial,separated,english,-3.33,33,0,1
male,african-american,25-45,2,4,1,0,low,2013-03-06,1,1,felony,arrest case no charge,0,41,1,0,0,0,arrest case no charge,52756.0,probation,married,english,-2.07,33,0,1
male,other,25-45,4,2,0,0,low,2013-03-19,0,0,felony,driving while license revoked,3,1109,0,0,0,0,driving while license revoked,53080.0,pretrial,single,english,-2.67,33,0,0
female,caucasian,25-45,1,1,1,0,low,2014-02-26,1,3,felony,leaving the scene of accident,0,352,1,0,0,0,leaving the scene of accident,61541.0,pretrial,married,english,-3.17,34,0,3
male,african-american,25-45,1,1,0,0,low,2013-08-19,0,1,misdemeanor,driving under the influence,0,956,0,0,0,0,driving under the influence,56552.0,pretrial,married,english,-3.29,34,0,1
male,caucasian,25-45,3,3,0,0,low,2013-12-23,0,0,misdemeanor,viol injunct domestic violence,0,830,0,0,0,0,viol injunct domestic violence,59907.0,pretrial,married,english,-2.5,34,0,0
male,african-american,25-45,8,2,0,0,high,2013-02-13,0,9,misdemeanor,disorderly intoxication,2,363,0,0,0,0,disorderly intoxication,52136.0,pretrial,single,english,-2.74,33,0,9
male,african-american,25-45,5,2,0,0,medium,2013-09-25,0,4,misdemeanor,battery,1,919,0,0,1,0,battery,57559.0,pretrial,single,english,-2.84,34,1,3
male,caucasian,25-45,3,2,1,0,low,2013-03-22,1,5,felony,possession of cocaine,0,61,1,0,0,0,possession of cocaine,53228.0,pretrial,single,english,-2.74,33,0,5
male,african-american,25-45,4,2,0,0,low,2013-02-23,0,9,felony,driving while license revoked,57,1133,0,0,0,0,driving while license revoked,30274.0,pretrial,single,english,-2.67,33,0,9
male,african-american,25-45,1,1,0,0,low,2013-02-11,0,0,felony,aggravated battery,0,1145,0,0,0,0,aggravated battery,52059.0,pretrial,single,english,-2.97,33,0,0
male,african-american,25-45,4,2,0,0,low,2013-12-12,0,5,felony,possession of cocaine,0,841,0,0,0,0,possession of cocaine,35674.0,pretrial,married,english,-2.8,34,0,5
male,other,25-45,1,1,0,0,low,2013-08-01,0,0,misdemeanor,battery,0,974,0,0,0,0,battery,56075.0,pretrial,single,english,-3.15,34,0,0
male,african-american,25-45,2,1,0,0,low,2014-02-06,0,2,felony,possession of cocaine,1,785,0,0,0,0,possession of cocaine,61050.0,pretrial,married,english,-3.17,34,0,2
male,caucasian,25-45,4,1,1,0,low,2013-09-13,1,1,felony,possession of alprazolam,0,23,0,0,0,0,possession of alprazolam,57196.0,pretrial,married,english,-3.15,34,0,1
male,caucasian,25-45,1,1,0,0,low,2013-04-09,0,2,misdemeanor,driving under the influence,0,1088,0,0,0,0,driving under the influence,53324.0,pretrial,single,english,-3.29,33,0,2
male,african-american,25-45,7,3,1,0,medium,2013-01-15,0,11,felony,driving while license revoked,0,936,1,0,0,0,driving while license revoked,34102.0,pretrial,single,english,-2.48,33,0,11
male,african-american,25-45,1,1,0,0,low,2013-04-27,0,0,felony,battery on law enforc officer,1,1070,0,0,0,0,battery on law enforc officer,54313.0,pretrial,married,english,-3.23,33,0,0
male,african-american,25-45,5,3,1,1,medium,2013-01-24,1,5,misdemeanor,battery,0,214,1,0,0,0,battery,51502.0,pretrial,single,english,-2.4,33,0,5
female,african-american,25-45,7,5,0,0,medium,2013-05-06,0,0,felony,aggrav battery w/deadly weapon,11,1061,0,0,0,0,aggrav battery w/deadly weapon,54524.0,pretrial,single,english,-1.79,33,0,0
male,caucasian,25-45,3,4,0,0,low,2013-02-22,0,0,felony,possession of cocaine,0,474,0,0,0,0,possession of cocaine,52432.0,pretrial,single,english,-2.09,33,0,0
female,african-american,25-45,1,1,0,0,low,2014-03-20,0,0,misdemeanor,dui level 0.15 or minor in veh,0,743,0,0,0,0,dui level 0.15 or minor in veh,62138.0,pretrial,married,english,-3.21,34,0,0
male,hispanic,25-45,2,1,0,0,low,2013-09-19,0,5,felony,grand theft in the 3rd degree,0,421,0,0,0,0,grand theft in the 3rd degree,57389.0,pretrial,married,english,-3.03,34,0,5
male,african-american,25-45,5,5,0,0,medium,2013-09-04,0,1,misdemeanor,battery,0,940,0,0,0,0,battery,40942.0,pretrial,single,english,-1.97,34,0,1
male,african-american,25-45,6,1,0,0,medium,2013-10-23,0,0,felony,possession of cannabis,0,891,0,0,0,0,possession of cannabis,58321.0,pretrial,single,english,-3.16,34,0,0
male,hispanic,25-45,5,3,0,0,medium,2013-12-16,0,1,misdemeanor,viol injunct domestic violence,3,837,0,0,0,0,viol injunct domestic violence,48793.0,probation,single,english,-2.39,34,0,1
male,african-american,25-45,10,9,1,0,high,2013-05-02,1,14,felony,possession of cocaine,1,43,1,1,2,0,possession of cocaine,8915.0,pretrial,single,english,-0.88,33,3,11
male,caucasian,25-45,4,2,0,0,low,2013-04-19,0,6,felony,possession of buprenorphine,0,1078,0,0,0,0,possession of buprenorphine,54087.0,pretrial,single,english,-2.76,33,0,6
female,african-american,25-45,2,1,0,0,low,2013-12-15,0,1,felony,grand theft in the 3rd degree,0,838,0,0,0,0,grand theft in the 3rd degree,59691.0,pretrial,single,english,-2.95,34,0,1
female,caucasian,25-45,2,1,0,0,low,2013-02-22,0,0,felony,possession of cocaine,1,1134,0,0,0,0,possession of cocaine,52443.0,pretrial,separated,english,-3.19,33,0,0
male,caucasian,25-45,6,4,1,1,medium,2013-05-06,1,11,misdemeanor,battery,1,41,1,0,0,0,battery,54529.0,pretrial,single,english,-2.17,33,0,11
male,hispanic,25-45,9,4,0,0,high,2013-02-22,0,1,misdemeanor,extradition/defendants,0,1134,0,0,0,0,extradition/defendants,52434.0,pretrial,married,english,-2.16,33,0,1
male,african-american,25-45,5,3,0,0,medium,2013-05-12,0,4,felony,aggrav battery w/deadly weapon,1,184,0,0,0,0,aggrav battery w/deadly weapon,54728.0,pretrial,single,english,-2.32,33,0,4
male,african-american,25-45,8,4,1,0,high,2013-01-17,1,19,misdemeanor,driving license suspended,0,544,0,0,0,0,driving license suspended,51285.0,probation,separated,english,-2.1,33,0,19
female,african-american,25-45,6,2,0,0,medium,2013-02-09,0,0,misdemeanor,arrest case no charge,1,1147,0,0,0,0,arrest case no charge,33278.0,pretrial,significant other,english,-2.73,33,0,0
male,caucasian,25-45,1,1,0,0,low,2013-09-04,0,0,misdemeanor,driving under the influence,1,940,0,0,0,0,driving under the influence,56978.0,pretrial,single,english,-3.17,34,0,0
male,caucasian,25-45,3,2,1,0,low,2013-06-24,1,4,felony,possession of cocaine,0,25,1,0,0,0,possession of cocaine,55547.0,pretrial,single,english,-2.86,33,0,4
male,african-american,25-45,1,1,0,0,low,2013-03-13,0,0,felony,crim use of personal id info,0,1115,0,0,0,0,crim use of personal id info,52951.0,pretrial,single,english,-3.21,33,0,0
male,caucasian,25-45,3,1,0,0,low,2013-11-05,0,5,felony,driving while license revoked,3,878,0,0,0,0,driving while license revoked,58723.0,pretrial,single,english,-3.1,34,0,5
male,african-american,25-45,10,3,1,0,high,2013-05-01,1,25,misdemeanor,battery,1,31,0,0,2,1,battery,6594.0,pretrial,single,english,-2.24,33,3,22
male,caucasian,25-45,6,4,0,0,medium,2014-03-26,0,4,misdemeanor,driving under the influence,0,737,0,0,0,0,driving under the influence,61536.0,probation,single,english,-2.04,34,0,4
male,caucasian,25-45,2,1,0,0,low,2013-12-06,0,1,felony,arrest case no charge,0,847,0,0,0,0,arrest case no charge,59449.0,pretrial,married,english,-3.15,34,0,1
male,caucasian,25-45,3,5,1,0,low,2013-11-10,1,0,felony,grand theft in the 3rd degree,0,291,1,0,0,0,grand theft in the 3rd degree,58867.0,pretrial,single,english,-1.84,34,0,0
female,caucasian,25-45,3,1,0,0,low,2013-03-18,0,3,felony,arrest case no charge,0,53,0,0,0,0,arrest case no charge,53068.0,pretrial,single,english,-3.11,33,0,3
female,african-american,25-45,5,4,1,0,medium,2013-12-19,1,1,felony,driving while license revoked,5,708,1,0,0,0,driving while license revoked,59818.0,pretrial,single,english,-1.98,34,0,1
male,african-american,25-45,7,2,1,1,medium,2013-10-14,1,0,misdemeanor,battery,0,232,1,0,0,0,battery,58088.0,pretrial,married,english,-2.74,34,0,0
male,african-american,25-45,4,1,1,0,low,2013-03-15,1,2,felony,arrest case no charge,46,168,1,0,0,0,arrest case no charge,52996.0,pretrial,single,english,-3.08,33,0,2
male,caucasian,25-45,7,3,0,0,medium,2013-10-01,0,6,felony,grand theft in the 3rd degree,0,570,0,0,0,0,grand theft in the 3rd degree,57645.0,pretrial,single,english,-2.26,34,0,6
female,african-american,25-45,2,1,0,0,low,2013-05-06,0,1,misdemeanor,battery,0,1061,0,0,0,0,battery,54528.0,pretrial,single,english,-2.98,33,0,1
male,african-american,25-45,9,5,1,0,high,2013-10-23,1,13,felony,arrest case no charge,1,261,1,0,0,0,arrest case no charge,58320.0,pretrial,single,english,-1.74,34,0,13
male,caucasian,25-45,5,3,0,0,medium,2013-12-05,0,2,felony,arrest case no charge,0,848,0,0,0,0,arrest case no charge,7942.0,pretrial,single,english,-2.45,34,0,2
male,caucasian,25-45,1,1,0,0,low,2013-03-04,0,0,misdemeanor,battery,0,1124,0,0,0,0,battery,52671.0,pretrial,single,english,-3.21,33,0,0
male,other,25-45,3,1,1,0,low,2014-01-28,1,2,misdemeanor,battery,2,598,1,0,0,0,battery,43821.0,pretrial,single,english,-3.0,34,0,2
male,hispanic,25-45,4,4,1,1,low,2013-01-07,1,1,felony,aggravated battery,0,30,1,0,0,0,aggravated battery,50989.0,pretrial,married,english,-2.06,33,0,1
male,african-american,25-45,6,3,1,0,medium,2013-05-13,1,7,felony,felony battery w/prior convict,0,724,1,0,0,0,felony battery w/prior convict,54733.0,pretrial,single,english,-2.49,33,0,7
male,caucasian,25-45,2,1,0,0,low,2014-03-20,0,1,felony,grand theft in the 3rd degree,0,743,0,0,0,0,grand theft in the 3rd degree,62147.0,pretrial,single,english,-2.99,34,0,1
male,hispanic,25-45,1,1,0,0,low,2013-11-12,0,0,misdemeanor,operating w/o valid license,0,871,0,0,0,0,operating w/o valid license,58917.0,pretrial,single,english,-3.18,34,0,0
male,african-american,25-45,6,4,1,0,medium,2013-04-01,1,11,felony,possession of cocaine,35,389,1,0,0,0,possession of cocaine,53472.0,pretrial,single,english,-2.17,33,0,11
male,african-american,25-45,4,1,0,0,low,2014-03-23,0,6,misdemeanor,battery,0,740,0,0,0,0,battery,62206.0,pretrial,single,english,-2.95,34,0,6
male,african-american,25-45,1,2,1,0,low,2013-03-14,1,2,felony,driving while license revoked,0,289,1,0,0,0,driving while license revoked,52974.0,pretrial,single,english,-2.73,33,0,2
male,caucasian,25-45,1,2,0,0,low,2013-07-09,0,3,misdemeanor,susp drivers lic 1st offense,0,997,0,0,0,0,susp drivers lic 1st offense,55755.0,probation,single,english,-2.74,33,0,3
male,african-american,25-45,7,5,1,0,medium,2013-04-25,1,14,felony,burglary conveyance unoccup,173,211,1,10,0,0,burglary conveyance unoccup,54224.0,pretrial,single,english,-1.88,33,10,4
male,african-american,25-45,5,5,0,0,medium,2013-01-05,0,6,felony,cruelty toward child,83,1182,0,0,0,0,cruelty toward child,50940.0,pretrial,single,english,-1.8,33,0,6
female,african-american,25-45,5,1,0,0,medium,2014-02-21,0,1,misdemeanor,aggrav battery w/deadly weapon,1,770,0,0,0,0,aggrav battery w/deadly weapon,61425.0,pretrial,single,english,-3.1,34,0,1
female,caucasian,25-45,6,3,1,0,medium,2013-08-08,1,4,misdemeanor,battery,0,174,0,0,0,0,battery,27034.0,probation,single,english,-2.38,33,0,4
male,african-american,25-45,8,4,1,0,high,2013-09-04,1,1,felony,possession of cocaine,30,39,1,0,0,0,possession of cocaine,56956.0,pretrial,single,english,-2.0,33,0,1
male,african-american,25-45,5,2,0,0,medium,2014-02-12,0,0,felony,felony driving while lic suspd,0,779,0,0,0,0,felony driving while lic suspd,61188.0,pretrial,single,english,-2.88,34,0,0
male,african-american,25-45,8,2,0,0,high,2013-02-27,0,0,felony,driving while license revoked,1,1129,0,0,0,0,driving while license revoked,52567.0,pretrial,single,english,-2.73,33,0,0
male,african-american,25-45,2,1,1,0,low,2013-01-11,1,3,felony,driving while license revoked,0,376,1,0,0,0,driving while license revoked,51106.0,pretrial,single,english,-3.05,33,0,3
female,african-american,25-45,6,4,1,1,medium,2013-01-01,1,5,felony,battery on law enforc officer,1,74,0,0,0,0,battery on law enforc officer,50851.0,pretrial,single,english,-2.2,33,0,5
male,african-american,25-45,6,5,0,0,medium,2013-09-15,0,0,misdemeanor,battery,1,929,0,0,0,0,battery,57290.0,pretrial,single,english,-1.89,33,0,0
male,african-american,25-45,5,5,0,0,medium,2013-03-08,0,7,misdemeanor,arrest case no charge,0,836,0,0,0,2,arrest case no charge,46582.0,pretrial,single,english,-1.78,33,2,5
male,african-american,25-45,4,3,0,0,low,2013-04-13,0,0,felony,introduce contraband into jail,279,1084,0,0,0,0,introduce contraband into jail,53889.0,pretrial,single,english,-2.35,33,0,0
female,hispanic,25-45,1,1,1,0,low,2014-01-25,1,9,felony,felony driving while lic suspd,0,70,1,0,0,0,felony driving while lic suspd,60697.0,pretrial,single,english,-3.36,34,0,9
male,caucasian,25-45,1,1,0,0,low,2013-11-20,0,0,felony,false imprisonment,24,863,0,0,0,0,false imprisonment,59112.0,pretrial,married,english,-3.33,33,0,0
male,african-american,25-45,8,7,1,0,high,2013-12-18,1,16,felony,arrest case no charge,0,479,1,3,0,0,arrest case no charge,59810.0,pretrial,single,english,-1.42,34,3,13
female,african-american,25-45,2,2,0,0,low,2014-01-13,0,1,misdemeanor,susp drivers lic 1st offense,0,809,0,0,0,0,susp drivers lic 1st offense,60356.0,pretrial,married,english,-2.86,34,0,1
male,caucasian,25-45,5,4,1,1,medium,2013-01-29,1,10,misdemeanor,aggress/panhandle/beg/solict,0,54,1,0,0,0,aggress/panhandle/beg/solict,51654.0,pretrial,single,english,-2.2,33,0,10
male,african-american,25-45,9,6,1,1,high,2013-01-27,1,1,misdemeanor,arrest case no charge,0,418,1,0,0,0,arrest case no charge,27056.0,drrd,single,english,-1.67,33,0,1
male,african-american,25-45,5,4,0,0,medium,2013-03-11,0,2,felony,driving while license revoked,0,1117,0,0,0,0,driving while license revoked,52866.0,pretrial,married,english,-2.01,33,0,2
male,african-american,25-45,3,2,0,0,low,2013-10-30,0,5,felony,arrest case no charge,0,17,0,0,0,0,arrest case no charge,3600.0,pretrial,divorced,english,-2.83,33,0,5
male,african-american,25-45,2,2,0,0,low,2013-03-01,0,2,misdemeanor,dui level 0.15 or minor in veh,0,1127,0,0,0,0,dui level 0.15 or minor in veh,55155.0,probation,single,english,-2.88,33,0,2
male,caucasian,25-45,2,3,1,1,low,2013-02-08,0,1,felony,arrest case no charge,0,747,1,0,0,0,arrest case no charge,51979.0,pretrial,divorced,english,-2.53,33,0,1
male,caucasian,25-45,7,3,0,0,medium,2013-02-19,0,9,felony,driving while license revoked,0,665,0,0,0,0,driving while license revoked,52317.0,pretrial,single,english,-2.55,33,0,9
male,caucasian,25-45,2,3,0,0,low,2014-01-05,0,1,misdemeanor,battery,0,817,0,0,0,0,battery,60152.0,pretrial,single,english,-2.55,34,0,1
female,caucasian,25-45,6,2,1,0,medium,2013-04-28,1,7,felony,felony petit theft,6,13,1,0,0,0,felony petit theft,27261.0,drrd,single,english,-2.8,33,0,7
male,caucasian,25-45,8,2,1,0,high,2013-12-02,1,4,felony,fraudulent use of credit card,0,74,0,0,0,0,fraudulent use of credit card,59329.0,pretrial,single,english,-2.77,33,0,4
male,hispanic,25-45,7,6,0,0,medium,2013-06-11,0,11,felony,arrest case no charge,0,916,0,0,0,0,arrest case no charge,55351.0,pretrial,single,english,-1.67,33,0,11
male,hispanic,25-45,1,1,0,0,low,2013-01-29,0,0,felony,grand theft in the 3rd degree,0,1158,0,0,0,0,grand theft in the 3rd degree,51668.0,pretrial,single,english,-3.04,33,0,0
female,hispanic,25-45,2,1,0,0,low,2013-04-07,0,0,misdemeanor,burglary structure unoccup,0,1090,0,0,0,0,burglary structure unoccup,53720.0,pretrial,unknown,english,-3.04,33,0,0
male,african-american,25-45,1,1,0,0,low,2013-12-09,0,0,felony,grand theft in the 3rd degree,0,345,0,0,0,0,grand theft in the 3rd degree,59527.0,pretrial,single,english,-3.13,33,0,0
male,african-american,25-45,7,7,1,0,medium,2013-04-03,1,9,felony,possession of cocaine,0,49,1,0,0,0,possession of cocaine,53567.0,pretrial,significant other,english,-1.43,33,0,9
female,caucasian,25-45,6,7,1,0,medium,2014-02-11,1,3,felony,arrest case no charge,0,327,0,0,0,0,arrest case no charge,61162.0,pretrial,single,english,-1.47,34,0,3
male,other,25-45,1,1,0,0,low,2013-03-06,0,0,felony,grand theft in the 3rd degree,4,1122,0,0,0,0,grand theft in the 3rd degree,52738.0,pretrial,single,english,-3.24,33,0,0
male,african-american,25-45,4,2,0,0,low,2014-03-05,0,4,felony,possession of cocaine,0,758,0,0,0,0,possession of cocaine,60766.0,pretrial,single,english,-2.82,34,0,4
male,african-american,25-45,10,5,1,0,high,2013-03-09,1,10,felony,poss of cocaine w/i/d/s 1000ft park,32,96,0,0,0,0,poss of cocaine w/i/d/s 1000ft park,7104.0,pretrial,single,english,-1.81,33,0,10
male,african-american,25-45,2,3,0,0,low,2013-11-14,0,4,misdemeanor,driving license suspended,0,869,0,0,0,0,driving license suspended,58959.0,pretrial,married,english,-2.28,33,0,4
male,caucasian,25-45,1,1,0,0,low,2013-01-01,0,0,felony,unauth poss id card or dl,36,1186,0,0,0,0,unauth poss id card or dl,50854.0,pretrial,single,english,-3.15,32,0,0
female,african-american,25-45,1,2,0,0,low,2013-03-04,0,1,misdemeanor,battery,0,1124,0,0,0,0,battery,1680.0,pretrial,married,english,-2.91,33,0,1
male,african-american,25-45,3,1,1,0,low,2013-03-04,0,2,felony,crim use of personal id info,0,491,0,0,0,0,crim use of personal id info,52682.0,pretrial,single,english,-3.09,33,0,2
male,caucasian,25-45,2,2,1,0,low,2014-03-21,1,1,felony,arrest case no charge,0,258,1,0,0,0,arrest case no charge,62163.0,pretrial,single,english,-2.57,34,0,1
male,other,25-45,1,1,0,0,low,2014-01-22,0,0,misdemeanor,battery,2,800,0,0,0,0,battery,60575.0,pretrial,married,english,-3.29,33,0,0
male,african-american,25-45,9,3,0,0,high,2013-03-16,0,1,misdemeanor,battery,0,1112,0,0,0,0,battery,53021.0,pretrial,single,english,-2.27,33,0,1
male,african-american,25-45,8,5,0,0,high,2013-03-28,0,4,misdemeanor,arrest case no charge,0,1100,0,0,0,0,arrest case no charge,2598.0,pretrial,single,english,-1.97,33,0,4
